,Close,Open,High,Low,Volume
2015-06-05,43.17299418863347,43.237712895723234,43.724190356880875,42.87019708317239,96264132.0
2015-06-08,43.23358546328425,43.29480451484021,43.48919233245596,43.00515304892371,83410131.0
2015-06-09,44.85262408181929,44.862844461055914,45.08669390130253,44.7143010144535,81383003.0
2015-06-10,44.745631983240045,44.84532736575708,45.256557427705566,44.00415133551887,122279292.0
2015-06-11,44.97039869531543,45.03545947833277,45.12129587974524,44.550288135601676,66085063.0
2015-06-12,44.969468862817116,44.80249779752654,45.24161989877313,44.69064198016398,90988894.0
2015-06-15,44.20363113789768,44.31889070011227,44.8804983805859,43.90145742720474,53897619.0
2015-06-16,44.98348672569857,45.10322703249864,45.220802054905604,44.838436260703276,94490522.0
2015-06-17,45.51334701297861,45.409127896989624,45.80607007841882,45.414223776582595,107581319.0
2015-06-18,46.07614135904694,46.08138544625376,46.189431759699104,46.05503096268911,121845204.0
2015-06-19,45.47066345596747,45.56387772395292,45.560787190608906,45.27129572248981,148130492.0
2015-06-22,46.45018860785326,46.421020608660186,46.94085644621255,45.952432338145506,72216450.0
2015-06-23,45.49667000815488,45.64312079265049,45.814941289241986,45.22646114644257,131493956.0
2015-06-24,45.91991899623759,46.24556549664865,46.150476039002136,45.877306386919145,73784392.0
2015-06-25,47.45166212926642,47.33977309828966,47.557766878954055,46.731198876701065,132030779.0
2015-06-26,46.77034903492805,46.57657322056114,46.82958105461328,46.72776461775875,89905283.0
2015-06-29,46.39644507237738,46.43873338072623,46.46468640881981,45.993641431199,62222182.0
2015-06-30,46.488995331213715,46.58962947900968,46.803511275266196,46.47465620272085,78735108.0
2015-07-01,46.161148668875505,46.12917749785843,46.16635526456587,45.982538762733576,146691135.0
2015-07-02,45.11052316555746,45.307195212012466,45.13313191815992,45.02148422276127,136769633.0
2015-07-03,45.17947210208954,44.99803959193667,45.26666495867188,45.118599192641135,78064268.0
2015-07-06,44.48214702316706,44.574614547361406,44.51221878568645,44.26733535508418,88149359.0
2015-07-07,44.820384218607245,44.738919474299,45.106515597151045,44.32749937729518,69947879.0
2015-07-08,44.22466019914268,44.45277691011048,44.55139503702809,44.09740609299014,125531583.0
2015-07-09,45.27495236513517,45.54558547823964,45.655487731930805,44.844993282265186,127801393.0
2015-07-10,44.765663508812366,44.662703836305795,45.076792928229615,44.42014788680048,54676637.0
2015-07-13,44.57178687861275,44.498302647994734,44.994803953776554,44.42394029723491,85094037.0
2015-07-14,45.1379715125723,45.254371673237436,45.35024849123037,44.876423135327904,69092376.0
2015-07-15,44.32715972156302,44.27567851512402,44.54692980232439,44.215652236736695,91757851.0
2015-07-16,44.5005630941956,44.494500619889266,45.181000517639035,44.372772292052666,124468179.0
2015-07-17,45.39534220489369,45.39879975300938,45.42910880260693,45.13031586722539,125301798.0
2015-07-20,44.323456103173086,44.06819645655959,44.489579038493346,43.993334395192925,55322432.0
2015-07-21,44.46837199208191,44.46652596595936,44.738300438038216,44.453063853451255,146507225.0
2015-07-22,44.663954649612656,44.57153673954851,45.14662990750597,44.418532324907225,104810791.0
2015-07-23,45.21007614627384,45.14319378522337,45.446499216061426,44.46309618047627,143282680.0
2015-07-24,44.39384164692719,44.58610675860249,44.68022700451921,43.64034273260095,60087912.0
2015-07-27,43.536736441007136,43.372623812529504,43.56310052623049,43.43811636912882,146642798.0
2015-07-28,43.89935929492568,44.00645685494632,44.14013489973905,43.1881756568694,99200708.0
2015-07-29,44.11687052770339,44.07994961326496,44.166863266338915,44.06107366326554,94345950.0
2015-07-30,44.304693372669604,44.26750930722032,44.71809888774792,44.29283975191865,95089778.0
2015-07-31,44.557084944725055,44.66273494785595,44.74635476611478,44.5278931461082,142518988.0
2015-08-03,44.12486469793913,44.169878850028766,44.89377093607248,43.77497530795762,145925418.0
2015-08-04,44.300649574730485,44.376485154028316,44.48829541802425,44.035751192685815,141880960.0
2015-08-05,44.51754941361192,44.646853039012235,44.717644080976214,44.411463669187576,121454101.0
2015-08-06,44.06279057005864,44.0189954543517,44.231766420446036,43.90410966267845,87117501.0
2015-08-07,45.31799043837654,45.234754422935204,46.269601912482536,45.280155916666146,96916814.0
2015-08-10,45.662746770284755,45.5140939091792,46.59390504903815,45.01415645795031,75830553.0
2015-08-11,44.86960529488011,44.75849776082093,45.06022074511359,44.33863776290034,66584465.0
2015-08-12,45.33392961664248,45.73501173397181,45.38792298104533,45.28328194328448,149559048.0
2015-08-13,44.69380432790005,44.8606927247972,45.116274378442455,44.67055474275728,107736192.0
2015-08-14,45.24381830910152,45.06043501966112,46.09210517426027,44.949451021690805,126621704.0
2015-08-17,46.05272953631116,45.870021140496,46.37353161405421,45.74183534122943,93732735.0
2015-08-18,45.50883598844505,45.57462347915849,45.854271025173176,44.874015904604974,111177238.0
2015-08-19,46.18922230035372,46.265055506503465,46.237514065093116,46.13127403513475,65913132.0
2015-08-20,46.49830736143814,46.574873869279074,46.550953025275064,46.39369342650542,128580217.0
2015-08-21,47.09492260495411,47.05890123485882,47.27418300184371,46.533702053751526,90123521.0
2015-08-24,48.458409846992204,48.44017190514739,48.77866643478435,47.96593204943313,85711373.0
2015-08-25,48.304272283462964,48.35178622889646,48.569758012538664,47.85805914657095,120848805.0
2015-08-26,47.78229426590944,47.794606760615714,48.29855556599596,46.87733034757916,127026750.0
2015-08-27,47.16863980959031,46.85459566985605,47.19726983462385,47.02609056229225,111942609.0
2015-08-28,46.615014207227695,46.58287786809546,47.2432606316026,46.13359588800861,133731471.0
2015-08-31,46.58441025513521,46.465423455252875,46.65556012461677,46.432740968363525,97961726.0
2015-09-01,46.84608791357589,46.870711822176844,46.859703488442335,46.840839290114246,73590236.0
2015-09-02,47.063939180187056,47.48543332459395,47.119262011760604,46.85166655410824,115539051.0
2015-09-03,47.67142868162967,47.72398380965207,47.87055474485075,47.44588762814034,58557770.0
2015-09-04,47.70456167739125,47.65969128863613,48.87880387980722,47.11104116224868,93544709.0
2015-09-07,48.76851704873906,48.90338172553325,49.29916373246869,48.33368434309232,99065485.0
2015-09-08,48.599297488005966,48.66967236467898,49.08316861759064,47.92310429934102,61481567.0
2015-09-09,50.60657179492182,50.67035042089692,50.700849039602744,50.158517230578745,57467870.0
2015-09-10,51.1068182741354,51.19986088309647,51.35540434978864,50.17682912466035,94630474.0
2015-09-11,50.47527275125143,50.78668654333024,50.8849218785008,50.392844705167434,86027733.0
2015-09-14,49.6897065237235,49.52112598033625,50.2224088272018,48.45037324096431,61145841.0
2015-09-15,50.074160067773754,50.145310253056216,50.24730316983009,50.06933550138415,60301598.0
2015-09-16,49.93135147858368,49.79258509317098,50.20352936664624,49.48365993064175,136775968.0
2015-09-17,50.491082298718894,50.57522760295223,50.88201496615808,50.467897818176525,80115712.0
2015-09-18,50.87474203760615,50.7345282197503,51.279209348052525,50.85406622147554,138421291.0
2015-09-21,50.84460212646048,50.780939577724865,51.403451168635655,50.77925666806933,104304270.0
2015-09-22,50.224201082348095,50.179739116777924,50.566684637062004,49.95810804886506,57936154.0
2015-09-23,49.108083308564375,49.251844774806784,49.29483766065949,48.699853245979874,125471333.0
2015-09-24,48.803724948249254,48.938196942428235,49.050653921300224,48.14485589925142,102801967.0
2015-09-25,49.455058578786,49.2702375013117,49.642662654198396,49.35808144844884,98206874.0
2015-09-28,49.638606387935056,49.64678694607464,49.945083863249224,49.34999003917959,133805163.0
2015-09-29,48.735874637648955,48.63212865310958,49.36340581680066,48.490967354447314,71613579.0
2015-09-30,48.88684443334651,48.70227143198615,48.975816877235644,48.38374712604142,81533122.0
2015-10-01,49.19384211756721,49.16181441002102,49.44412769453022,49.09267895264649,60488349.0
2015-10-02,48.566233891062254,48.521288349295716,48.88563497799559,48.458396448763224,141656406.0
2015-10-05,48.70250474976197,49.057066263369684,49.17756240993884,48.33894792451208,133069121.0
2015-10-06,48.76937965793576,48.8327252042347,48.99155335592241,48.380421762087686,89900806.0
2015-10-07,47.957635061875045,47.75943322980697,48.005217241365585,47.693597470398934,125505183.0
2015-10-08,48.238993414266,48.157261025862745,48.64968862946754,48.06780023857882,109986804.0
2015-10-09,48.66888812708762,48.81801689510801,48.67272121421432,48.336451164479016,138401958.0
2015-10-12,49.483886068001176,49.793918860697886,50.15231645481406,49.22926837825956,52815839.0
2015-10-13,50.29082132125199,50.05154011112925,50.74144615961008,50.00961392891854,97416234.0
2015-10-14,49.27670487155723,48.99879543423521,49.54118723616801,49.0287295672407,117859370.0
2015-10-15,48.6081493082972,48.88098177208249,48.84294242638202,48.5623974004398,83034114.0
2015-10-16,49.007977050464106,49.0652596584535,49.16161775066163,49.00208521333459,121562157.0
2015-10-19,49.41017519035669,49.28146770236112,49.81247849286857,48.65228283548626,57671711.0
2015-10-20,49.81660922412842,49.89650944891806,50.22606331406324,49.23031699008211,101204650.0
2015-10-21,52.720467815472084,52.303594253938456,52.87789882784558,52.578637994375036,140298851.0
2015-10-22,53.19829227130719,53.19883098486674,53.47259053604965,52.884622644370104,112240239.0
2015-10-23,54.13104370973656,54.184279616445,54.53301897446884,53.67343073084306,146772866.0
2015-10-26,54.93272589897368,55.0850439336692,55.150932632776666,54.50785110173388,106243273.0
2015-10-27,55.49693271783772,55.32812837149592,56.00905505028103,55.17763947712169,65851892.0
2015-10-28,55.26223404332951,55.276439835233454,55.380647145751794,54.45771680800217,112003006.0
2015-10-29,55.919000180769906,55.763753721274156,56.28741019814028,55.881830003705176,118362023.0
2015-10-30,55.298725481188846,55.34109266978101,55.52799516443915,55.01166673326675,124370833.0
2015-11-02,55.129938337085136,54.981857174458504,55.71443745024839,54.87219441865417,149570498.0
2015-11-03,54.75613236931037,54.68909429860312,55.118449504440335,53.68187403676994,80042249.0
2015-11-04,54.85075710370294,54.68689341868364,54.92007718874237,53.98032664248294,83749939.0
2015-11-05,56.78259410453399,56.89351371931266,57.36037698752622,56.77719728940592,91843501.0
2015-11-06,55.22056297883934,55.36277544069412,55.31395047857953,55.04978290479749,92408758.0
2015-11-09,55.81660837126544,55.77732119785797,56.2911197779275,55.20963731715547,82445411.0
2015-11-10,54.49427172250631,54.500522977568735,54.6580307869091,54.43012564125467,124414490.0
2015-11-11,54.13575510843499,53.900493338210644,54.72090376042761,53.851380389274055,58340133.0
2015-11-12,55.04709042862835,54.997601446001816,55.61638536345468,54.662205685769386,103303061.0
2015-11-13,55.1276903942012,55.119387400447295,55.86143238195378,55.09309699841836,113571481.0
2015-11-16,54.26405053277349,54.69069507895627,54.39656036031652,54.18461037227135,100438596.0
2015-11-17,53.70895340865643,53.52978565311862,53.961338956156524,53.35049068309631,139450914.0
2015-11-18,54.28331514287316,54.521756326301826,54.89744933682133,53.537387634539186,119581249.0
2015-11-19,53.7157559698545,53.8763970376902,53.90801279822241,53.614279425348904,51637346.0
2015-11-20,53.91702239947288,53.96241563739388,54.13322280440971,53.52667953017755,143654600.0
2015-11-23,53.980837379365795,54.265632798473874,54.17453912269612,53.88332348015749,59000050.0
2015-11-24,53.48021881204876,53.53991965833728,53.5822825810609,52.865654291936,52315632.0
2015-11-25,55.226837906723546,55.29131400218074,55.7970269183915,54.91583732429458,144887825.0
2015-11-26,55.779591472050086,55.77070232707794,55.84351886224003,55.30894360307609,127229738.0
2015-11-27,54.11305687543992,54.311690033015935,54.58775700804308,54.083952575943464,131149707.0
2015-11-30,54.29145759797448,54.47004433671926,55.24318852234998,54.25558502755374,86470993.0
2015-12-01,53.77966304991018,53.67871690881159,54.43985449303519,53.44839377846878,134581349.0
2015-12-02,54.49420654420292,54.278532556886944,54.9835096841541,54.15635867061394,101357574.0
2015-12-03,53.87363681531427,53.84083089989549,54.07179035078454,53.284003118967945,95284320.0
2015-12-04,53.8078545930659,53.67870951684004,54.04176415029255,52.96116993774367,66039813.0
2015-12-07,54.24234275154336,54.23200558629507,54.243708672197286,54.22535664172342,74764204.0
2015-12-08,54.9738727726357,55.177953072376106,55.514811444844625,54.4242613995009,87916542.0
2015-12-09,54.01158557945798,53.93748681701993,54.436195776763654,53.5550809239018,100112341.0
2015-12-10,53.76758724035684,53.76067971068505,54.36981463836814,53.30509069621116,137270834.0
2015-12-11,53.41142108219334,53.42071831235691,53.66235324260359,52.963928912217206,84196232.0
2015-12-14,52.91469815153993,53.049381543642944,53.00174403799659,52.54918996710766,111084310.0
2015-12-15,54.34243267398815,53.97612837691427,54.378443261080896,54.33566678511508,51413387.0
2015-12-16,54.69971926075653,54.60016025335929,55.0183656492095,53.40694655905792,72481011.0
2015-12-17,53.69251914554911,53.72655220662769,54.44341420997163,53.41687156997503,57972439.0
2015-12-18,54.45860020760003,54.65466406791685,54.91172269433013,54.18590812623508,74479549.0
2015-12-21,56.219374346371694,56.13641100285695,56.55209012235608,55.77939930181962,121385841.0
2015-12-22,57.11815229828312,56.79659662850475,57.72799623351834,57.06229394187417,66088423.0
2015-12-23,55.84495729774028,55.94878057545098,56.0172602706032,55.6577813319447,113833932.0
2015-12-24,55.467249309569254,55.36152389750051,55.66005464234056,55.10133763013484,111076519.0
2015-12-25,56.54906408269914,56.347240474273285,56.657731407997964,56.07007082322684,54833461.0
2015-12-28,55.9770679253308,55.87222085246427,56.53824153534291,55.6566493734111,129087081.0
2015-12-29,56.37771211343231,56.34650276095766,56.73398304695098,55.87189163582338,52532230.0
2015-12-30,57.060982404351535,56.95746043036451,57.50357889329786,56.759232492264054,146750864.0
2015-12-31,56.296139445622096,55.923644882701154,56.44334502331266,56.06422695583557,137921782.0
2016-01-01,56.27402179916382,56.42546636732058,56.89947321539937,56.06842010681626,62414333.0
2016-01-04,53.56617157578394,53.771042101380395,53.65003414455629,53.42090289799359,110190231.0
2016-01-05,52.76986679923446,52.87300898533373,53.21739315419619,52.577257001339504,100813185.0
2016-01-06,52.59633191703288,52.41681763761613,52.61801125343303,51.31522978974169,82918012.0
2016-01-07,51.63819780700467,51.60698382794542,51.846027246763015,51.21615459693882,147118299.0
2016-01-08,52.92843857313036,52.92740308403274,53.06340537812071,52.32024083497933,60475474.0
2016-01-11,51.81947554130271,51.91256317497523,52.24639002048397,51.384114616609764,80807200.0
2016-01-12,51.50334216134117,51.606607467953346,51.55416321361427,51.102729287889574,65831188.0
2016-01-13,51.6300974827169,51.51638108831633,51.757746679601375,51.44412447229357,62978292.0
2016-01-14,52.77210873766405,52.78508997292123,53.048924926699016,52.452941327097044,129026633.0
2016-01-15,51.66189268841782,51.73276460199307,51.759311000715726,51.56934479936276,60971700.0
2016-01-18,52.58909224890533,52.8187733720975,52.984336401683386,51.77016426611211,127314861.0
2016-01-19,52.623459005879006,52.734679718932526,53.094647318174786,52.15282526465452,148907912.0
2016-01-20,51.87501503144688,51.99781201400169,51.99721420625469,51.236248008283404,89471077.0
2016-01-21,52.260526909064964,52.273669380298756,52.867901071131854,51.872452792415984,146786226.0
2016-01-22,52.442701641174914,52.66460650556183,53.08407498045895,51.9210317355689,101795956.0
2016-01-25,51.99676807286296,52.06068709606214,52.03048109870999,51.84895657091472,102308201.0
2016-01-26,52.077208699262826,51.94267953484326,52.49734626012183,51.32343580033922,72852982.0
2016-01-27,51.80225645463595,52.02034964791543,52.66669018904014,51.53896456740629,143496866.0
2016-01-28,51.91636440232459,52.02506220416872,52.52774690710051,51.867493534013526,147621841.0
2016-01-29,52.45795384523163,52.38823029679634,53.03450235591568,52.26681088671345,129685556.0
2016-02-01,53.73217077624095,53.65487818221004,54.324716099701924,53.62687416533559,56547652.0
2016-02-02,52.76137915504244,52.80832235939829,52.8102676747397,52.561040616709086,140019864.0
2016-02-03,54.47588658407895,54.55158379120235,54.64567899901558,54.16751304934526,129629785.0
2016-02-04,52.907998823836714,52.93931384071061,53.847823080870015,52.4092868216587,63525214.0
2016-02-05,52.81399313880435,52.86331750123414,53.32014826498994,52.641550840426945,77657055.0
2016-02-08,53.306470848974506,53.57832703367158,53.6847675869253,52.71982926135254,52637588.0
2016-02-09,53.55780435649224,53.72997285201304,53.68067629093619,53.35486507045045,101434683.0
2016-02-10,53.084326972838994,53.11468625901711,53.14684131800598,51.83448905182884,95959424.0
2016-02-11,52.94514869250108,53.09466217849476,53.184393993812336,52.6382823971547,132117261.0
2016-02-12,52.58009114998152,52.41722054709548,53.26817433197801,51.58347241208422,118674695.0
2016-02-15,52.14154840594581,52.20379400355632,52.2337523764441,51.559467655991455,138172338.0
2016-02-16,52.832112713163006,53.11888114416823,52.86143233902637,52.72991339877333,66384443.0
2016-02-17,53.14145700544234,53.106695175716716,53.223336052451465,53.01331931872306,84498977.0
2016-02-18,52.61569435196702,52.481897808835285,53.6225944273748,52.60029687838668,88362403.0
2016-02-19,53.351998280415955,53.24762754462727,54.24803709489007,52.610275489405225,75449021.0
2016-02-22,53.624599932196894,53.44930652509572,53.91770041885705,53.61685771864902,117991680.0
2016-02-23,54.30525332100464,54.17740323835199,54.3551282426101,53.77928541488386,50496626.0
2016-02-24,54.84528825404824,54.78432638364535,55.09396632362277,54.58218882713124,137200084.0
2016-02-25,54.19071384314743,53.962207802776405,54.47570174684237,54.012121626435544,121535583.0
2016-02-26,53.76246004332395,53.764979083488676,53.78351988744432,53.39619100669927,124313427.0
2016-02-29,54.39198641213666,54.53921635546641,54.701546688710565,53.9961518033809,149970613.0
2016-03-01,54.917171173100165,54.76761696851446,56.28478895195788,54.718896959883594,67231534.0
2016-03-02,54.92741191248391,55.17776291414157,55.28247860540776,54.480121962660796,125212838.0
2016-03-03,55.051542961114386,55.13590263893171,55.42504151874494,54.689451079371885,134164509.0
2016-03-04,56.13413009110101,56.30768232508935,56.32442914004522,55.55590127111245,82467206.0
2016-03-07,55.6640869766603,55.55423369719466,55.86599803558448,55.26310584488313,138404117.0
2016-03-08,56.14872416330091,56.29266566709635,56.95530874886665,55.51111915943573,126122801.0
